,Question,Category,Source
3500,Ricky Gervais gave his first American TV acting performance in which of these programmes?,TV,hq_buff_uk
3501,Who was the first woman in England to publish a book in English under her own name?,Literature,hq_buff_uk
3502,Which of these international sides was only added to the Fifa 18 computer game in May?,Games,hq_buff_uk
3503,"In the early noughties, the Empire State Building was illuminated green to celebrate which of these?",Culture,hq_buff_uk
3504,Sting was considered for a major part in which of these 80s movies?,Movies,hq_buff_uk
3505,Which of these places have humans traveled to by rocket ship?,Science,hq_buff_uk
3506,"On the periodic table, the letter C is the chemical symbol for what?",Science,hq_buff_uk
3507,"In the human body, the lumbar region is located where?",Nature,hq_buff_uk
3508,The term “Hellenic” refers to a person or thing from what country?,Language,hq_buff_uk
3509,Which of these places was visited by Christopher Columbus?,History,hq_buff_uk
3510,Which of these classic ’80s movies spawned a theatrically-released sequel?,Movies,hq_buff_uk
3511,"By definition, which of these wools can only come from a goat?",Fashion,hq_buff_uk
3512,What is the distinctive featured ingredient in traditional shoofly pie?,Cuisine,hq_buff_uk
3513,Which artist’s work can you see at New York City’s MoMA?,Art & Design,hq_buff_uk
3514,Which of these is NOT a prestigious award for children’s books?,Literature,hq_buff_uk
3515,Which is a term for the bottom bone in a horse’s leg?,Nature,hq_buff_uk
3516,Which of these artists has an album with the longest title?,Music,hq_buff_uk
3517,Which hybrid sport combining two games has competitive leagues in Europe and Asia?,Sports,hq_buff_uk
3518,The top-level domain .tv originates from a nation located where?,Geography,hq_buff_uk
3519,"In the series finale, which of these classic TV shows was NOT revealed to be a fantasy?",TV,hq_buff_uk
3520,Which of these foods can normally be poached or scrambled?,Cuisine,hq_buff_uk
3521,Which of these was the name of ABBA's 1976 UK number one single?,Music,hq_buff_uk
3522,“Chat” is the French word for which domesticated animal?,Language,hq_buff_uk
3523,The two seven-sided coins in circulation in the UK are the 50p coin and which other?,Business,hq_buff_uk
3524,"Which of these is NOT a Chaser's nickname in ""The Chase""?",TV,hq_buff_uk
3525,Who is the only US president NEVER to have been elected as either vice president or president?,History,hq_buff_uk
3526,Which of these words features in the title of the third “Transformers” movie?,Movies,hq_buff_uk
3527,Which of these personalities was made a UN Goodwill Ambassador in 2017?,History,hq_buff_uk
3528,Which of the following is one of South Africa's highest peaks?,Geography,hq_buff_uk
3529,Which of these goalkeepers has NEVER scored a goal in the Premier League?,Sports,hq_buff_uk
3530,What was the first fairy tale to be printed in English?,Literature,hq_buff_uk
3531,A species of beetle is named after which of these Hollywood stars?,Nature,hq_buff_uk
3532,Which of these is the name for a bus with two levels?,Language,hq_buff_uk
3533,Which term describes the influence people in the same social group can have on each other?,Language,hq_buff_uk
3534,"On which part of the body would you see a French plait, or a French braid?",Fashion,hq_buff_uk
3535,The expression “to throw a curveball” comes from which sport?,Sports,hq_buff_uk
3536,Where does time “fly by” in George Ezra's hit song?,Music,hq_buff_uk
3537,Which of these countries is NOT considered to be in Sub-Saharan Africa?,Geography,hq_buff_uk
3538,What is the former name of Times Square in New York?,Geography,hq_buff_uk
3539,What is the name of the sister of Donnie Darko who is the lead character in the movie’s sequel?,Movies,hq_buff_uk
3540,What name has been given to an apocalyptic scenario in which the world is consumed by robots?,Tech,hq_buff_uk
3541,In which of these US states were the first treadmills for home use commercially produced?,Sports,hq_buff_uk
3542,The director of the first Bond movie also directed which of the following in their big-screen acting debut?,Movies,hq_buff_uk
3543,"Which of these artists entirely designed a place of worship, including the priests’ robes, on the French Riviera?",Art & Design,hq_buff_uk
3544,Cartoon character SpongeBob wears which shape of pants?,TV,hq_buff_uk
3545,Which of these terms describes a weakness in someone's nature?,Language,hq_buff_uk
3546,"In politics, a reversal of policy is usually known as what?",Culture,hq_buff_uk
3547,Which of these is the name of a common herb?,Cuisine,hq_buff_uk
3548,What is the job title of a person who shoes horses?,Language,hq_buff_uk
3549,Which of these countries' flags features a white cross over a red background?,Geography,hq_buff_uk
3550,What was the name of the last private resident of the terrace that the Prime Minister occupies?,History,hq_buff_uk
3551,Which of these directors co-wrote the story for the 2013 movie “Man of Steel”?,Movies,hq_buff_uk
3552,Which of these countries has the greatest number of billionaires?,Business,hq_buff_uk
3553,Which comedian received an honorary Oscar for his “contribution to the laughter of the world”?,Entertainment,hq_buff_uk
3554,Which of these golfers has made the most appearances for the US in the Ryder Cup?,Sports,hq_buff_uk
3555,What message did Google's owners want to convey to their users in their first ever Google Doodle?,Tech,hq_buff_uk
3556,Which of these do you normally use to cut the grass in a garden?,Nature,hq_buff_uk
3557,A finely attired person is said to be dressed in what way?,Culture,hq_buff_uk
3558,"In the dish known as bangers and mash, what are ""bangers""?",Cuisine,hq_buff_uk
3559,The opening lines of which song are “It's a God-awful small affair to the girl with the mousy hair”?,Music,hq_buff_uk
3560,The “Five K's” are associated with which major religion?,Culture,hq_buff_uk
3561,What type of weapon is a falchion?,Language,hq_buff_uk
3562,Which country holds the record for the hottest temperature on Earth?,Geography,hq_buff_uk
3563,"Before its original release, which software was codenamed ""Interface Manager""?",Tech,hq_buff_uk
3564,Actress Lisa Kudrow made her TV series debut in which of these comedies?,TV,hq_buff_uk
3565,"In tennis, a defeat by which player ended Andy Murray's defence of his first Grand Slam singles title?",Sports,hq_buff_uk
3566,Which of these movies does NOT begin with a traffic jam?,Movies,hq_buff_uk
3567,A new species of which animal is named after the London Underground?,Nature,hq_buff_uk
3568,Which of these vehicles feature heavily in “The Fast and the Furious” movies?,Movies,hq_buff_uk
3569,Which of these is located in London?,Geography,hq_buff_uk
3570,Tony Hawk is associated with which sport?,Sports,hq_buff_uk
3571,Which of these species coexisted with dinosaurs?,Nature,hq_buff_uk
3572,Where was Catherine of Aragon born?,History,hq_buff_uk
3573,Why was the novel “Alice's Adventures in Wonderland” banned in China?,Literature,hq_buff_uk
3574,Which of these news publications closed months after its introduction in 2016?,Culture,hq_buff_uk
3575,Which of these stolen items was recovered with the help of a dog?,History,hq_buff_uk
3576,Which of these Oscar-nominated actors won an Emmy for their performance in “The Simpsons”?,TV,hq_buff_uk
3577,Which of these 90s hits reached number one in the UK singles chart?,Music,hq_buff_uk
3578,Which of these products was the first to raise over $1 million in pledges on Kickstarter?,Tech,hq_buff_uk
3579,Which of these painters lived the final years of his life under a false name?,Art & Design,hq_buff_uk
3580,What is the title of Beyoncé's bestselling album of 2016?,Music,hq_buff_uk
3581,Enamel is a protective covering for which part of the human body?,Science,hq_buff_uk
3582,"In computing, the “C” in the acronym LCD stands for what?",Tech,hq_buff_uk
3583,Satay is a meat dish usually considered to have originated in which country?,Cuisine,hq_buff_uk
3584,A picturesque part of Suffolk associated with an English landscape painter is called what?,Art & Design,hq_buff_uk
3585,What is the official language of Andorra?,Language,hq_buff_uk
3586,Canadian Prime Minister Justin Trudeau went to school with which of these actors?,History,hq_buff_uk
3587,The creator of which of these medical dramas also wrote a novel that was turned into a triple Oscar-winning movie?,TV,hq_buff_uk
3588,Which of these sports was banned for 20 years in the Soviet Union under Stalin's reign?,Sports,hq_buff_uk
3589,Who was the first English monarch to write and publish a book?,History,hq_buff_uk
3590,"When US hurricanes exceed a certain number each year, what is used to identify them?",Science,hq_buff_uk
3591,The first person to make a successful solo ascent of Everest was born in which country?,History,hq_buff_uk
3592,"According to legend, William Tell used a bow and arrow to shoot what off his son’s head?",Culture,hq_buff_uk
3593,The title of the video game “Super Mario Bros.” refers to what brothers?,Games,hq_buff_uk
3594,Which of these animals breathes through gills?,Nature,hq_buff_uk
3595,Which of these words means both “hello” and “goodbye”?,Language,hq_buff_uk
3596,A full English breakfast traditionally includes which of these foods?,Cuisine,hq_buff_uk
3597,"By definition, a person with “tall poppy syndrome” dislikes what?",Culture,hq_buff_uk
3598,Which band is fronted by a person who also created a wildly successful “virtual band”?,Music,hq_buff_uk
3599,Which of these words does NOT refer to an area of vegetation?,Language,hq_buff_uk
3600,Which show’s pilot episode cost so much that a network executive was fired over it?,TV,hq_buff_uk
3601,Which word is derived from the last name of the target of a famous protest?,Language,hq_buff_uk
3602,Which of these companies changed its original name because of its morbid connotation?,Tech,hq_buff_uk
3603,"The initials of the band LFO, famous for “Summer Girls,” stand for what?",Music,hq_buff_uk
3604,Who described Helen of Troy as “the face that launch’d a thousand ships”?,Literature,hq_buff_uk
3605,Which of these was NOT a rejected character for Disney's “Snow White and the Seven Dwarfs?”,Movies,hq_buff_uk
3606,"At the very end of “Frasier,” Frasier Crane leaves Seattle in favor of what city?",TV,hq_buff_uk
3607,Boats are typically used to travel across which surface?,Language,hq_buff_uk
3608,Someone who changes financial figures to be deceptive is said to be doing what?,Language,hq_buff_uk
3609,In which of these sports would you use an oval ball?,Sports,hq_buff_uk
3610,The pavlova dessert was named after a professional in which field?,Cuisine,hq_buff_uk
3611,Which of these actors appeared in “Saving Private Ryan”?,Movies,hq_buff_uk
3612,Which of these is NOT one of the original Seven Wonders of the Ancient World?,History,hq_buff_uk
3613,In 2011 who bought a controlling stake in MySpace as part of a $35m deal?,Tech,hq_buff_uk
3614,Which song holds the record for the biggest drop from the UK number one spot?,Music,hq_buff_uk
3615,Experiments in a New York kitchen in the 1930s led to an early patent for what?,Business,hq_buff_uk
3616,Which of these was NOT a nickname attributed to the British Prime Minister David Lloyd George?,History,hq_buff_uk
3617,Which of these countries has NEVER produced a Tour de France winner?,Sports,hq_buff_uk
3618,A star of which sitcom appeared in a series of commercials for the UK tax authorities?,Entertainment,hq_buff_uk
3619,Which city is commonly referred to as “LA”?,Geography,hq_buff_uk
3620,What are you most likely to be doing if you’re having a cup of “Rosie Lee”?,Cuisine,hq_buff_uk
3621,What does the letter “K” stand for in K-pop?,Music,hq_buff_uk
3622,In which of these programmes would contestants be happy to receive a “Hollywood handshake”?,TV,hq_buff_uk
3623,Which of these movies features a parody of The Beatles in the form of birds?,Movies,hq_buff_uk
3624,Which of these figures has had an official day dedicated to them by the UN?,History,hq_buff_uk
3625,In 1976 Queen Elizabeth II became the first monarch to do what?,Tech,hq_buff_uk
3626,The full name of the Statue of Liberty is “Liberty” what?,Geography,hq_buff_uk
3627,Which James Bond actor has narrated the US version of a nature programme made famous by David Attenborough?,TV,hq_buff_uk
3628,The International Mermaid Swimming Instructors Association was founded in which country?,Sports,hq_buff_uk
3629,Which fictional character wrote a physics book that was considered too complex for critics to understand?,Literature,hq_buff_uk
3630,The youngest self-made billionaire in Forbes' current ranking was born in which country?,Tech,hq_buff_uk
3631,"In the nursery rhyme which begins “Hickory dickory dock!”, what runs up the clock?",Literature,hq_buff_uk
3632,"In music, what name is given to an ensemble of four singers or instrumental performers?",Music,hq_buff_uk
3633,What is the name of the customisable avatar first introduced on the Nintendo Wii?,Games,hq_buff_uk
3634,Which of these comedians wrote and directed the 2017 Oscar winner “Get Out”?,Movies,hq_buff_uk
3635,Which of these was created after the inventor discovered a confectionery bar had melted in his pocket?,Tech,hq_buff_uk
3636,Designer Alexander McQueen created footwear named after which of these animals?,Fashion,hq_buff_uk
3637,Which of these countries does NOT have a mountain called “Sugar Loaf”?,Geography,hq_buff_uk
3638,Who were the first people to build a structure at the site of the hot springs in Bath?,History,hq_buff_uk
3639,Which of these is NOT a character in L. Frank Baum's “Oz” series of books?,Literature,hq_buff_uk
3640,"In tennis, which state originally hosted the event later known as the US Open?",Sports,hq_buff_uk
3641,Which of these actors did NOT star in the first movie they directed?,Movies,hq_buff_uk
3642,Characters from which animation have featured in their own series of DC Comics?,Entertainment,hq_buff_uk
3643,What is the title of the cult 1991 movie starring Anthony Hopkins as Hannibal Lecter?,Movies,hq_buff_uk
3644,The business term “AGM” stands for Annual General what?,Business,hq_buff_uk
3645,Which word describes a person living in solitude as a religious discipline?,Language,hq_buff_uk
3646,“Sun Baby” was the name of a character in which of these programmes?,TV,hq_buff_uk
3647,The person who named the world's largest island in the northern hemisphere is known by which name?,History,hq_buff_uk
3648,Which video format was discontinued after a so-called “battle” with Blu-ray?,Tech,hq_buff_uk
3649,Which of these historical figures married Pocahontas?,History,hq_buff_uk
3650,Lord Byron kept which of these animals as a pet at university?,Literature,hq_buff_uk
3651,"Which of these radio DJs has appeared on “Celebrity Masterchef""?",Entertainment,hq_buff_uk
3652,Which of these 80s movies won an Academy Award for Best Picture?,Movies,hq_buff_uk
3653,Who is the only person to have received the BBC Young Sports Personality of the Year award more than once?,Sports,hq_buff_uk
3654,Which of these members of the royal family was NOT married at Westminster Abbey?,History,hq_buff_uk
3655,A joke consisting of one or two lines is commonly called what?,Entertainment,hq_buff_uk
3656,"A popular ""stereotype"" joke asks about various people changing what?",Entertainment,hq_buff_uk
3657,What were the names of the two fictional DJs that appeared in Harry Enfield's sketch show?,Entertainment,hq_buff_uk
3658,Comedian Rich Hall is said to be an inspiration behind which character in “The Simpsons”?,Entertainment,hq_buff_uk
3659,A song written by Bob Dylan was used as the theme to which sitcom?,Entertainment,hq_buff_uk
3660,Who was the first solo female winner of the Best Comedy Show award at the Edinburgh Festival?,Entertainment,hq_buff_uk
3661,Which of these comedians was born in England?,Entertainment,hq_buff_uk
3662,Which of these is NOT a title of an international adaptation of BBC's “The Office”?,Entertainment,hq_buff_uk
3663,"Which comedy performer, originally a stage star, had the middle name Wild?",Entertainment,hq_buff_uk
3664,Which comic took his mum around the US for a TV documentary series that first aired in 2016?,Entertainment,hq_buff_uk
3665,Who wrote of an island made of water and surrounded by earth in a 19th-century children's comedy story?,Entertainment,hq_buff_uk
3666,Which of these was the first overseas stand-up comedian to play the O2 Arena in London?,Entertainment,hq_buff_uk
3667,Which sitcom featured the characters Derek Trotter and his younger brother Rodney?,TV,hq_buff_uk
3668,The computer acronym “www”  stands for what?,Tech,hq_buff_uk
3669,Which of these items are used in the kendo martial art form?,Sports,hq_buff_uk
3670,Which term refers to the transformation of a caterpillar into a butterfly?,Nature,hq_buff_uk
3671,The rotator cuff is a group of muscles in which part of the body?,Science,hq_buff_uk
3672,Which of these countries' monarchs has piloted commercial planes for its national carrier?,Business,hq_buff_uk
3673,"Why did President Andrew Jackson once invite 10,000 people to the White House?",History,hq_buff_uk
3674,Which of these artists engaged in a “paint-off” to establish the authenticity of their work?,Art & Design,hq_buff_uk
3675,What gift was given to French workers when the two sides of the tunnel met under the Channel?,History,hq_buff_uk
3676,“The Inbetweeners” was originally called which of the following?,TV,hq_buff_uk
3677,Where did George Lucas go when the premiere of the very first “Star Wars” movie was taking place?,Movies,hq_buff_uk
3678,Which of these group's first hits was co-written by the singer of “Uptown Funk”?,Music,hq_buff_uk
3679,Who is the father of the titular family in “The Simpsons”?,TV,hq_buff_uk
3680,"Target’s bull terrier mascot, Bullseye, is what kind of animal?",Business,hq_buff_uk
3681,Which of these Jennifers won an acting Emmy for her work on the sitcom “Friends”?,TV,hq_buff_uk
3682,Which TV show opened with a bluesy song called “Woke Up This Morning”?,TV,hq_buff_uk
3683,Which of these Emmy-winning comedies famously features money kept in a banana stand?,TV,hq_buff_uk
3684,"“You come at the king, you best not miss” is a famous quote from what TV show?",TV,hq_buff_uk
3685,“San Junipero” and “USS Callister” are Emmy-winning episodes of what sci-fi show?,TV,hq_buff_uk
3686,"In “Breaking Bad,” Walter White takes his criminal pseudonym from what?",TV,hq_buff_uk
3687,Which show was co-created by a “New York Times” journalist?,TV,hq_buff_uk
3688,What was the first streaming drama to win an Emmy for Outstanding Drama Series?,TV,hq_buff_uk
3689,Which character did NOT appear in the “Seinfeld” pilot?,TV,hq_buff_uk
3690,The Emmy award gets its name from what?,TV,hq_buff_uk
3691,The co-creator of which show got their big break on YouTube?,TV,hq_buff_uk
3692,"Besides Sam Malone, who is the last character in the bar in the series finale of “Cheers”?",TV,hq_buff_uk
3693,“Stranger Things” was first developed under what name?,TV,hq_buff_uk
3694,Who was the first black woman to get an Emmy nomination for Outstanding Lead Actress in a Drama Series?,TV,hq_buff_uk
3695,The person credited with coining the term “EGOT” won which award?,TV,hq_buff_uk
3696,A guest appearance on “The Big Bang Theory” led which of these actors to his first acting Emmy win?,TV,hq_buff_uk
3697,Which character from “The X-Files” won its actor an Emmy?,TV,hq_buff_uk
3698,Which of these shows explored virtual reality in an episode?,TV,hq_buff_uk
3699,What category was NOT included in the one-time only Super Emmy ceremony?,TV,hq_buff_uk
3700,Which of these was the last legal drama to win an Emmy for Outstanding Drama Series?,TV,hq_buff_uk
3701,Which of these talented actresses has been nominated for a Primetime Emmy?,TV,hq_buff_uk
3702,Which of these phrases was spoken on the first “Star Trek” TV series to be broadcast?,TV,hq_buff_uk
3703,What series had the greatest number of performers win Emmys for Outstanding Lead Actress in a Comedy?,TV,hq_buff_uk
3704,Which person has NOT been Emmy-nominated for playing a character who shares his real last name?,TV,hq_buff_uk
3705,Audrey Hepburn’s EGOT included getting an Emmy for a documentary about what?,Entertainment,hq_buff_uk
3706,A person who is not speaking clearly is said to be doing what?,Language,hq_buff_uk
3707,What was the name of Adele's 2015 No.1 hit?,Music,hq_buff_uk
3708,“Old West Action” is an anagram of which actor's name?,Movies,hq_buff_uk
3709,Which country's former President wrote the autobiography “Long Walk to Freedom”?,Literature,hq_buff_uk
3710,Which of these designers created Rihanna's 2015 Met Gala yellow gown?,Fashion,hq_buff_uk
3711,The father of which politician had a brief career as a professional baseball player?,History,hq_buff_uk
3712,"In ancient Greece, throwing which of these fruit to a woman was considered a traditional marriage proposal?",History,hq_buff_uk
3713,Which of these terms was first used in a New York Times article in the 90s?,Language,hq_buff_uk
3714,Which of these performers has been Emmy-nominated for the same character in three different sitcoms?,Entertainment,hq_buff_uk
3715,"In the original work by JM Barrie, which character was responsible for the loss of Captain Hook's hand?",Literature,hq_buff_uk
3716,"Which country's capital city derives from a word meaning ""capital city""?",Geography,hq_buff_uk
3717,Which of these literary characters has the middle name of “Elvis” in the French version of the novel?,Literature,hq_buff_uk
3718,What is the name of the ancient Greek pledge commonly taken by physicians?,Science,hq_buff_uk
3719,"Found on most computer keyboards, “Esc” is short for what word?",Tech,hq_buff_uk
3720,The cartoon character Casper is a friendly version of what traditionally scary creature?,Entertainment,hq_buff_uk
3721,Which of these is a chemical often used in powdered detergents and cleaners?,Science,hq_buff_uk
3722,The Scottish dish haggis is technically a variety of what?,Cuisine,hq_buff_uk
3723,Which of these shapes is NOT considered an equilateral quadrilateral?,Math,hq_buff_uk
3724,"As of 2018, which of these countries has the highest-paid top government leader?",Geography,hq_buff_uk
3725,Which of these American football positions is also a type of pliers often used by electricians?,Tech,hq_buff_uk
3726,"According to Ricky Martin, which of these things is part of “Livin’ La Vida Loca”?",Music,hq_buff_uk
3727,"In the original opening credits of the Emmy-winning “Friends,” which character is NOT wearing a turtleneck?",TV,hq_buff_uk
3728,Which of these California cities is named after a tree?,Geography,hq_buff_uk
3729,Who is the star of the follow-up to the 1993 hit film “The Fugitive”?,Movies,hq_buff_uk
3730,Where did Napoleon Bonaparte ultimately lose his life?,History,hq_buff_uk
3731,Which of these famous structures was built for a World’s Fair?,Art & Design,hq_buff_uk
3732,What was the first song performed on live American television by the Beatles?,Music,hq_buff_uk
3733,What would you typically expect to find at the end of a sentence?,Language,hq_buff_uk
3734,Miley Cyrus was the star of which Disney Channel TV programme?,TV,hq_buff_uk
3735,Which of the following was the name of the lunar landing site of Apollo 11?,Science,hq_buff_uk
3736,“Yesterday” by the Beatles had which working title?,Music,hq_buff_uk
3737,Which of these pairs of actors is NOT made up of a father and son?,Entertainment,hq_buff_uk
3738,Which of these beauty brands is named after its founder?,Fashion,hq_buff_uk
3739,The wedding of Prince Charles to Camilla Parker Bowles caused which sporting event to be delayed?,Sports,hq_buff_uk
3740,Which of these portable cassette players was invented first?,Tech,hq_buff_uk
3741,Which US president appeared on the largest denomination of currency the US has ever printed?,History,hq_buff_uk
3742,Dolph Lundgren made his first cinematic appearance in which of these movies?,Movies,hq_buff_uk
3743,"According to a 2018 study, which of these countries has the fastest broadband speeds?",Tech,hq_buff_uk
3744,Which of these singers has written a children's book about a student who dreams of being on stage?,Literature,hq_buff_uk
3745,What name is given to molten rock which is expelled above ground?,Science,hq_buff_uk
3746,The bump in the front of a man’s neck is called an “Adam’s” what?,Language,hq_buff_uk
3747,Which song is traditionally sung at the stroke of midnight on New Year's Eve?,Music,hq_buff_uk
3748,In the movie “Dirty Dancing” Patrick Swayze's character protests that “Nobody puts Baby” where?,Movies,hq_buff_uk
3749,Which live video streaming app launched in 2015?,Tech,hq_buff_uk
3750,Author Mark Twain is credited with the invention of which of these?,Literature,hq_buff_uk
3751,"Which band was originally called ""The Polka Tulk Blues Band""?",Music,hq_buff_uk
3752,The all-time best-selling pinball machine game is based on the original movie in which franchise?,Games,hq_buff_uk
3753,Which of these performers auditioned for the role of Super Hans in “Peep Show”?,TV,hq_buff_uk
3754,What did climbers find on a mountain in Cumbria in 2013?,Nature,hq_buff_uk
3755,Which of these actors did NOT go to school with Prince William?,History,hq_buff_uk
3756,The first ever skywriting message over British skies was an advertisement for what?,History,hq_buff_uk
3757,Who co-wrote the Rihanna song “Diamonds”?,Music,hq_buff_uk
3758,Which animal was a companion of Edgar Allan Poe while he wrote?,Literature,hq_buff_uk
3759,Who launched the first ever Topshop?,Business,hq_buff_uk
3760,The star of which programme once appeared in a special episode of “Magnum PI”?,TV,hq_buff_uk
3761,"The Neander Valley, site of one of the earliest fossil discoveries, is in which continent?",History,hq_buff_uk
3762,What do camels primarily store in their humps?,Nature,hq_buff_uk
3763,Which of these directors has been nominated for a Razzie as Worst Director?,Movies,hq_buff_uk
3764,"What does the letter “G” stand for in the “APGAR” test, used to assess the health of small babies?",Science,hq_buff_uk
3765,Anna Wintour controversially featured what on her first US Vogue cover?,Fashion,hq_buff_uk
3766,Which famous actor has published a novel based on an old Irish myth?,Literature,hq_buff_uk
3767,Who was the first US president to travel outside the country while in office?,History,hq_buff_uk
3768,Which of these landmarks was bought and sold during World War I?,History,hq_buff_uk
3769,What is the typical name for a holiday taken by newlyweds?,Language,hq_buff_uk
3770,Which of these types of bean grow on plants?,Nature,hq_buff_uk
3771,What is the name of the UK's biggest arts festival which takes place annually in Edinburgh?,Entertainment,hq_buff_uk
3772,Russian politican Vladimir Lenin was exiled to which area in the late 19th century?,History,hq_buff_uk
3773,The writers behind which of these comedy programmes worked together as radio presenters?,TV,hq_buff_uk
3774,Which of these theatrical personalities released a “Tetris” based single in the early 90s?,Entertainment,hq_buff_uk
3775,Iceland does NOT have which of the following?,Culture,hq_buff_uk
3776,James Bond actor Roger Moore had a phobia of which of the following?,Movies,hq_buff_uk
3777,Which of these ancient civilisations invented the aqueduct?,History,hq_buff_uk
3778,A Cannes Festival parody of which footballer getting involved in politics was a big success this year?,Movies,hq_buff_uk
3779,The first tech billionaire to come from New York founded which company?,Tech,hq_buff_uk
3780,Which of these authors is credited with making the first reference to “pop” in relation to music?,Literature,hq_buff_uk
3781,Pesto and Bolognese are types of what?,Cuisine,hq_buff_uk
3782,Which of these animals has a pair of pincers and ten legs?,Nature,hq_buff_uk
3783,Which of these is the name of a famous ballet?,Art & Design,hq_buff_uk
3784,What did a Welsh monk convince soldiers to tie to their headgear in the 6th century?,History,hq_buff_uk
3785,Which city was the first to host three summer Olympic games?,Sports,hq_buff_uk
3786,"“Exit, pursued by a bear” is a stage direction from which Shakespeare play?",Literature,hq_buff_uk
3787,The banker on “Deal or No Deal” was revealed to be who?,TV,hq_buff_uk
3788,Who did Superman fight in a late 1970s special edition of the DC Comic?,Entertainment,hq_buff_uk
3789,Who is the youngest ever nominee for the Best Director award at the Oscars?,Movies,hq_buff_uk
3790,The official fruit of which US state is a grapefruit?,Cuisine,hq_buff_uk
3791,Who played a girlfriend of Don Johnson in the 80s TV series “Miami Vice”?,TV,hq_buff_uk
3792,"In 15th century Switzerland, for what reason was a cockerel put on trial?",History,hq_buff_uk
3793,Which of these Davids famously had a Mohawk haircut in the early 2000s?,Fashion,hq_buff_uk
3794,Coco Chanel is often credited with inventing which of these?,Fashion,hq_buff_uk
3795,Whose signature look is  “Blue Steel”?,Fashion,hq_buff_uk
3796,"Which of these photographers helped to create the ""Swinging London"" of the 1960s?",Fashion,hq_buff_uk
3797,The duffle coat is named after a town in which country?,Fashion,hq_buff_uk
3798,Which Japanese fashion trend was outlawed in the 1870s?,Fashion,hq_buff_uk
3799,"Before becoming famous, which music act had a stall in a London fashion market?",Fashion,hq_buff_uk
3800,Which of these brands went bankrupt in the 1970s after years of declining sales?,Fashion,hq_buff_uk
3801,Which fashion designer appeared on a magazine cover impersonating a serving prime minister?,Fashion,hq_buff_uk
3802,Which item of jewellery was made popular by Holy Roman Emperor Maximilian the 1st?,Fashion,hq_buff_uk
3803,Which star of London Fashion Week received the Queen's first ever award for Design?,Fashion,hq_buff_uk
3804,Who did NOT feature on Tatler's 2018 list of the Best Dressed people in society?,Fashion,hq_buff_uk
3805,What do couples often read to each other during their wedding ceremony?,Culture,hq_buff_uk
3806,"In professional men's boxing, how long does a round typically last?",Sports,hq_buff_uk
3807,What is the name of the pledge by which doctors swear to uphold ethical standards?,Science,hq_buff_uk
3808,The painting “Arrangement in Grey and Black No.1” is better known by which name?,Art & Design,hq_buff_uk
3809,"In Frederic Austin's “Twelve Days of Christmas”, which of the following did my true love NOT give to me?",Literature,hq_buff_uk
3810,Which music act was originally called “Tom & Jerry”?,Music,hq_buff_uk
3811,Which of these is NOT a character in DC Comics?,Entertainment,hq_buff_uk
3812,Which of these Formula 1 races was NOT located in the country after which it was named?,Sports,hq_buff_uk
3813,Which of these actors released an indie rock album in 2009?,Music,hq_buff_uk
3814,"According to Cadbury's, what inspired the name of the “99” ice-cream?",Cuisine,hq_buff_uk
3815,A female-only species of which reptile is found in Mexico and the southwestern USA?,Nature,hq_buff_uk
3816,"Which Alfred Hitchcock movie had a sequel made 31 years later, featuring the original female lead?",Movies,hq_buff_uk
3817,Someone who discloses confidential information is said to be doing what?,Language,hq_buff_uk
3818,What is the last name of Sylvester Stallone's fictional boxer whose forename is Rocky?,Movies,hq_buff_uk
3819,The novel “Les Misérables” is mainly set in which city?,Literature,hq_buff_uk
3820,What is the name for the coloured part of the eye that surrounds the pupil?,Science,hq_buff_uk
3821,Herman Melville's epic 1851 novel was first published in Britain with which title?,Literature,hq_buff_uk
3822,Which of these people has appeared in “EastEnders”?,TV,hq_buff_uk
3823,Which US territory was partly occupied by Japanese forces during World War II?,History,hq_buff_uk
3824,The 80s hit movie “Three Men and a Baby” was directed by an actor best-known for playing which part?,Movies,hq_buff_uk
3825,Which of these countries' national libraries has the largest catalogue of items?,Culture,hq_buff_uk
3826,"In tennis, which of these players is the only one to have won the US Open on three different surfaces?",Sports,hq_buff_uk
3827,Which of these car brands was the last to produce a model that had a cassette player?,Tech,hq_buff_uk
3828,"Despite rising sea levels, which of the following island nations is reported to be growing larger?",Geography,hq_buff_uk
3829,"According to the phrase, you shouldn't count your chickens before what?",Language,hq_buff_uk
3830,Where do contestants in “The Great British Bake Off” demonstrate their skills?,,hq_buff_uk
3831,Who helped create the first vaccination for rabies?,Science,hq_buff_uk
3832,In the 007 movie “Goldfinger” what does the main villain's henchman famously use as a weapon?,Movies,hq_buff_uk
3833,Which was the last men's football team to retain the World Cup?,Sports,hq_buff_uk
3834,Which of these countries does NOT have income tax?,Geography,hq_buff_uk
3835,"In the 1930s, the Times offered a reward to anyone who slept in a “haunted” tube station near where?",History,hq_buff_uk
3836,Which Dickens work caused a near riot when it was first published in the United States?,Literature,hq_buff_uk
3837,Which of these acts has had the most UK Top 10 singles?,Music,hq_buff_uk
3838,Which of these classic British sitcoms was originally based on a play?,TV,hq_buff_uk
3839,Who played “James Dean” in an early 90s chart-topping pop video that was a remake of “Rebel Without a Cause”?,Music,hq_buff_uk
3840,What were the first words of the second man to land on the moon?,Science,hq_buff_uk
3841,"In a BLT sandwich, the “B” stands for which of these?",Cuisine,hq_buff_uk
3842,What was the setting for the sitcom “Fawlty Towers”?,TV,hq_buff_uk
